id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
4cb35fda-31f3-40ac-a63b-24eae8a52fe3,Antônio Rezende,1944-01-08,393.022.341-03,24191-067,Ribeiro de Minas,AL,Brasil,F,(031) 9578-1314,39302234103@exemplo.com.br,2023-12-04
817e8e7b-e3d9-4279-9866-0a424d5decfb,Antonella da Mota,1997-03-08,328.845.234-53,63123-633,Teixeira,AL,Brasil,F,+55 31 7312 8150,32884523453@exemplo.com.br,2025-06-14
cb89aa90-8aca-4104-ba52-007004f8c6dc,Lorenzo Sampaio,1967-08-27,811.023.135-02,79455-334,Monteiro de Borges,GO,Brasil,M,+55 (021) 8983-0237,81102313502@exemplo.com.br,2024-05-11
7973faa7-f049-4262-a015-f405e58b0db3,Sra. Isabel da Conceição,1985-02-17,906.636.011-42,97820-582,Mendonça Verde,RS,Brasil,M,41 6691-6369,90663601142@exemplo.com.br,2024-03-27
b5ec1007-ce4b-4590-9d61-4f3069884b15,Daniela da Rosa,1967-05-11,750.466.697-55,94218571,da Rosa,AM,Brasil,F,+55 51 5018 6135,75046669755@exemplo.com.br,2024-04-12
3a9eecd2-650d-482e-982c-f68af2b6d0e7,Bento Brito,1984-08-09,611.025.335-78,28434-451,Viana do Oeste,ES,Brasil,F,+55 51 2691 9094,61102533578@exemplo.com.br,2025-05-05
3314f8a1-01a0-4ee8-8845-f063a443eaa0,Bruno Moreira,1956-07-17,452.339.094-81,83814766,Pastor do Galho,ES,Brasil,F,21 0014 2713,45233909481@exemplo.com.br,2024-08-28
258165fe-aa64-4561-85bc-3bc3f7f7ae66,Dr. Bryan Cunha,1938-10-25,238.238.370-05,63205110,da Costa Paulista,TO,Brasil,M,41 6430 5218,23823837005@exemplo.com.br,2023-11-15
2970193a-aba4-4515-bca2-e1292f3b94d4,Mariana Sá,2006-11-29,459.443.995-75,41673434,Oliveira,PB,Brasil,M,(031) 1537-8453,45944399575@exemplo.com.br,2025-06-18
17fbde4f-8771-409d-a47f-4329c91080c8,Felipe Freitas,1950-08-10,925.310.549-26,20996168,Viana,PE,Brasil,M,+55 (071) 5981 3150,92531054926@exemplo.com.br,2024-03-28
2ddb7e22-cd37-464c-9489-0b57a02efe82,Dr. Henry Cavalcante,1970-02-11,640.262.610-98,80957617,Brito,PA,Brasil,F,+55 (081) 3637-2198,64026261098@exemplo.com.br,2024-04-30
4564a57f-c88a-442b-9e2e-f2d38b8ce537,Yasmin Araújo,1985-07-25,889.171.006-18,44267-390,da Mota do Oeste,RN,Brasil,M,84 8711-0142,88917100618@exemplo.com.br,2023-11-14
7a4a1467-b099-49a9-9b05-b4b1ccc94a9f,Sra. Isabel Sales,1993-06-27,939.842.141-76,09652839,Rocha de Macedo,RR,Brasil,F,(031) 1694-4633,93984214176@exemplo.com.br,2024-05-15
03f3aad7-7a54-4765-aeb7-afe84ed128fc,Luiz Felipe Aragão,1983-08-16,873.600.658-63,03959-646,Mendes de da Luz,DF,Brasil,F,31 2118 0339,87360065863@exemplo.com.br,2024-07-19
d623de19-ebc9-4489-a6ee-30e25d81b780,Diego Peixoto,1944-08-29,747.267.584-12,13593-005,Cardoso,PA,Brasil,F,21 2110 1111,74726758412@exemplo.com.br,2025-03-27
2d358734-5661-45f7-bd95-459b1654d8a6,Lívia Abreu,1965-04-09,047.071.393-05,23124-513,Brito da Mata,RO,Brasil,M,+55 11 0914 7547,04707139305@exemplo.com.br,2025-05-02
9949c0e9-58f3-4cc5-a5bd-58d55ba84842,Olivia Silva,1958-09-01,126.248.797-63,93908-551,Almeida da Mata,AP,Brasil,M,41 3043-3948,12624879763@exemplo.com.br,2024-11-03
afa2df9e-b937-440f-ad61-a9ff41432d2f,Josué Nascimento,1941-01-01,094.072.876-74,74851-191,Sousa Verde,PA,Brasil,M,+55 61 8078-2057,09407287674@exemplo.com.br,2024-06-12
06743ba5-7988-427d-be3a-f74be546f767,Maria Helena Ramos,1952-11-06,264.877.695-61,46026686,da Cruz,AC,Brasil,F,(061) 4633 8611,26487769561@exemplo.com.br,2025-07-14
6b6360e7-3d4f-4400-bd0c-cd93748cd2e4,Luiz Henrique Siqueira,1948-04-11,652.663.947-71,56663-515,Câmara,MS,Brasil,M,(051) 6031 6463,65266394771@exemplo.com.br,2024-07-01
63cdf1f2-1f15-4052-8604-32761ad6dffa,Antony Cavalcanti,1999-02-10,991.175.409-29,29138-864,Mendonça de Camargo,RJ,Brasil,M,0800 800 6121,99117540929@exemplo.com.br,2025-10-13
5cd774e8-a254-4fbe-8281-6b60f8dc01d9,Heloisa Araújo,1956-02-01,144.845.234-07,88538-590,Nogueira,PA,Brasil,M,+55 (031) 8522 5978,14484523407@exemplo.com.br,2025-04-08
a0b9e282-587e-4b68-a975-e643a38b9005,João Vitor Santos,1954-07-03,426.159.988-63,49274-826,Castro,SC,Brasil,F,61 0916 5450,42615998863@exemplo.com.br,2025-03-27
140b5587-287c-40e2-bd13-419d7e1b8f74,Sr. Pietro Carvalho,1973-05-05,072.359.749-40,31604-623,Guerra,RJ,Brasil,M,(011) 2144-1329,07235974940@exemplo.com.br,2025-06-05
aaca536c-124b-4b42-b28d-6cd3ed073a17,Ana Vitória da Cunha,1957-04-13,725.870.601-92,29496751,Martins do Campo,SP,Brasil,F,41 9026 7007,72587060192@exemplo.com.br,2025-04-03
b9f715c4-e115-4e36-85a7-e28288cf946b,Elisa Jesus,1956-02-28,722.593.254-97,27514957,Albuquerque do Galho,MA,Brasil,F,(084) 2879-4861,72259325497@exemplo.com.br,2025-09-22
bdd7110a-a9a2-4b8a-9025-ea2fb8e5d822,Anthony Gabriel Borges,1977-12-16,605.038.110-97,65631150,Montenegro,RJ,Brasil,M,(061) 1829 9689,60503811097@exemplo.com.br,2024-06-07
6e65b9d5-22d8-439c-9e1e-345d5f0d9da5,Isaac Campos,1990-11-21,494.741.629-50,35681-322,Fernandes Alegre,PA,Brasil,F,(031) 0283-7343,49474162950@exemplo.com.br,2024-11-18
041e97ab-9ed1-436f-aafb-87699e2c086b,Vitória Abreu,1989-03-29,118.473.436-43,79086875,Abreu,AP,Brasil,F,(041) 2585 9039,11847343643@exemplo.com.br,2024-07-30
a2391847-0575-41b0-8e94-43ebd810f778,Dante da Cruz,1937-09-25,636.751.627-42,93659645,Duarte,MG,Brasil,F,+55 (081) 5288-0413,63675162742@exemplo.com.br,2024-10-12
dba260ca-0eb9-4f9f-bf68-63de12c09a20,Thales Costela,1977-08-05,528.903.184-86,62425324,Lima de Almeida,RO,Brasil,M,+55 51 3542 4421,52890318486@exemplo.com.br,2025-09-12
a5c5598c-fe73-4d60-933d-0cdfae1ec598,Bianca Moraes,1960-03-18,883.282.602-86,31069-653,da Rosa,AP,Brasil,F,0800-071-4501,88328260286@exemplo.com.br,2025-10-19
0eea4620-d423-4c41-b3cf-ef099db596bc,Heitor Sá,1959-03-12,401.544.638-12,03426-621,Alves,PR,Brasil,F,(071) 6559-6743,40154463812@exemplo.com.br,2025-09-29
3713e8a2-7aa8-400e-9e0f-1cf5f9cf5c9b,Ravy Leão,1969-05-04,264.305.672-39,63742-996,da Mata de Vargas,RO,Brasil,M,+55 (031) 4623 0882,26430567239@exemplo.com.br,2024-05-05
78500b92-3251-4261-aa83-03173459d18b,Pedro Henrique Sousa,1997-03-09,071.647.245-39,65036073,Cavalcanti,AC,Brasil,M,(081) 0320 2721,07164724539@exemplo.com.br,2024-06-23
686ebc2a-20ba-46af-8858-d5137f673741,Srta. Ana Laura Araújo,1991-07-13,024.501.712-03,63254268,Mendonça,CE,Brasil,M,0800 533 9160,02450171203@exemplo.com.br,2024-01-02
5506e7c4-b09d-44e2-84de-7f78ecfac102,Lunna Novais,1953-02-03,749.903.372-99,21086-099,Abreu,MA,Brasil,M,71 8479 3211,74990337299@exemplo.com.br,2025-01-05
c32d1aff-18be-4b12-9940-a107fa4f0988,Ana Sophia Cardoso,2007-07-18,857.813.122-95,54553-537,Montenegro,TO,Brasil,M,+55 (021) 3549-2393,85781312295@exemplo.com.br,2025-05-21
72a0738f-77ab-4eb5-9824-6fa905665f3d,Eloah Costela,1979-05-11,993.378.388-83,33601-639,Teixeira do Amparo,RJ,Brasil,M,71 5732 1236,99337838883@exemplo.com.br,2024-03-01
73288f8d-064d-487a-82ca-ca3b36a925d6,Renan Sales,1954-07-18,264.029.874-63,24140-894,Mendes,SP,Brasil,F,+55 (061) 9760-7423,26402987463@exemplo.com.br,2025-02-27
0a2b308f-59a4-4c37-9d7e-59c22054081f,Isabela das Neves,1941-11-02,261.840.847-03,30776-789,Cirino,CE,Brasil,F,(071) 5615-5904,26184084703@exemplo.com.br,2025-09-04
08b90796-4b3f-4930-8bd0-ef252d5fe5ff,Rebeca Andrade,2007-04-19,276.008.835-06,14949702,Porto das Pedras,RN,Brasil,M,(081) 8288 9801,27600883506@exemplo.com.br,2025-10-21
05ca5f56-55b0-4097-aa0e-9cae8f578f39,Dra. Juliana Almeida,1961-01-09,265.552.684-03,46051898,Araújo do Amparo,RJ,Brasil,M,+55 (041) 0742 1412,26555268403@exemplo.com.br,2024-01-22
b7a374a0-130c-496c-bd15-bcbabae8ecd8,Joana Rios,1974-10-01,827.689.762-71,15720826,Fonseca de Siqueira,BA,Brasil,F,0500-597-3559,82768976271@exemplo.com.br,2025-02-15
0d51bb9e-a044-499c-a80d-5556eac11a2b,Otávio Câmara,1976-10-31,407.529.830-27,96569149,Aparecida do Sul,AC,Brasil,F,0500 539 1450,40752983027@exemplo.com.br,2023-11-25
08b349ff-a0b0-4ab7-95cc-468f726dd0e3,Dra. Antonella da Mota,1987-09-17,652.857.879-29,86221797,Correia das Flores,AP,Brasil,M,0900 926 3177,65285787929@exemplo.com.br,2024-07-22
e0e93ddd-5bf8-4287-a31f-2cec3f5eed2f,Luiza Siqueira,1961-09-09,463.551.529-96,44405-046,Camargo,RS,Brasil,M,+55 (081) 6978-9480,46355152996@exemplo.com.br,2023-11-12
bf858067-9507-4118-a08a-f27b27c5a768,Luigi Sampaio,1966-10-29,350.340.751-24,43197182,Santos,MS,Brasil,F,+55 (051) 6534-4871,35034075124@exemplo.com.br,2025-09-20
e290411d-256d-4119-9f8b-c403197ae078,Laura Garcia,1985-09-16,319.294.518-77,05991-107,Santos,RS,Brasil,M,81 2602-7320,31929451877@exemplo.com.br,2025-08-25
76a8c514-9485-4941-b3b2-e315a156e211,Davi Miguel Andrade,1994-09-21,523.042.125-75,34491-846,Peixoto,RJ,Brasil,M,(011) 8042-4431,52304212575@exemplo.com.br,2024-02-24
afa196e6-98ed-4beb-aa59-8efea3a3fbc6,Jade Ramos,1992-11-30,717.500.342-13,48755285,Siqueira,CE,Brasil,F,0300-947-6283,71750034213@exemplo.com.br,2024-11-17
3cad2041-3440-48f9-8c52-fde2c7f3a78e,Lucas Almeida,1944-08-20,947.682.094-69,20380-615,Nunes do Oeste,SE,Brasil,M,+55 (061) 5892 5185,94768209469@exemplo.com.br,2024-11-30
26dff64b-eaea-4c4a-b827-75e9356ac83e,Heloísa Jesus,1939-10-02,176.560.051-85,14493-529,da Mota Alegre,DF,Brasil,F,(071) 1364-6665,17656005185@exemplo.com.br,2024-08-04
4fea4bb7-f5b1-4beb-80e2-ba9759de46e0,Julia Pimenta,1970-06-05,390.544.863-68,74511-137,Andrade das Flores,RO,Brasil,F,41 3997 1906,39054486368@exemplo.com.br,2025-10-01
1923e9fd-7ad7-4c4c-8a8a-9444f58f4b11,Aurora Lima,1974-05-17,045.935.321-62,12690-331,Alves do Galho,SP,Brasil,F,+55 (061) 8329-7714,04593532162@exemplo.com.br,2025-10-06
a2ad96a5-80b7-4cf1-82d2-4c0a7029b032,Yago Moraes,1978-05-02,147.638.470-38,79279924,Pastor,MA,Brasil,F,+55 (081) 5828-4843,14763847038@exemplo.com.br,2025-03-05
2f74edbf-991d-4d4a-877c-0e7a3bcaaf88,Bianca Fonseca,1965-02-17,577.354.239-01,81272-808,Rocha,ES,Brasil,F,(071) 1185-4219,57735423901@exemplo.com.br,2024-11-29
9ba3b21f-77b7-4b5d-bc36-030107b2dcd0,Luan Carvalho,1949-12-27,962.629.952-17,82725-469,Aragão,RS,Brasil,M,84 1533 1161,96262995217@exemplo.com.br,2024-12-19
3cc740f2-f059-4759-8abe-c2017f5a9ade,Gustavo Henrique Novais,1938-08-17,051.330.788-64,40192-406,da Costa do Amparo,RS,Brasil,F,+55 84 4206 3276,05133078864@exemplo.com.br,2025-02-05
091232bb-3906-416c-923c-f11a4a30e138,Cecília Cavalcanti,1960-12-24,529.429.846-86,37399612,da Cunha do Galho,PR,Brasil,M,+55 (061) 0832 7601,52942984686@exemplo.com.br,2024-12-13
825074cf-9da2-4dd1-9f03-43cbb4438777,Ana Sophia da Rocha,1990-03-13,628.597.937-86,16134776,Peixoto de Souza,MA,Brasil,F,(084) 5710 8231,62859793786@exemplo.com.br,2024-12-18
a917f526-fd84-4a34-9a6f-7a56e5aef537,Pedro Lucas Ribeiro,1977-07-19,513.427.829-00,14347772,Costa da Prata,PR,Brasil,M,0500-850-3741,51342782900@exemplo.com.br,2025-02-12
14831f25-eb25-4821-ad15-0f07a9bc9cbe,João Pimenta,1994-05-18,741.485.381-38,21068-038,Silveira,RS,Brasil,F,71 8359 8617,74148538138@exemplo.com.br,2025-06-19
15f8d09c-74cd-4e0d-be8b-1fa39b80dc80,Maria Helena Silveira,1956-12-10,019.089.617-57,50514601,Siqueira,RJ,Brasil,F,(011) 0489-7286,01908961757@exemplo.com.br,2024-06-18
db505fb2-f210-4c7b-8a21-deaaa1213727,Ian Câmara,1935-10-28,700.822.862-13,81806977,Moura,PR,Brasil,M,(051) 3010 2209,70082286213@exemplo.com.br,2024-12-27
ec32bf30-0198-4596-a7f0-828e2abf8114,Dr. Pedro Viana,1967-12-24,973.810.760-56,78324-005,Oliveira,PR,Brasil,F,(011) 4744-8384,97381076056@exemplo.com.br,2025-06-26
92093f5a-f09e-44cb-9e98-05aef5a796eb,Alexia Rodrigues,1935-10-14,392.483.501-60,90983153,Sampaio da Prata,RS,Brasil,F,(031) 3120-4670,39248350160@exemplo.com.br,2024-06-20
b129b8ff-f830-4ca9-bfcb-e2a73bbb745e,Théo Martins,1984-06-17,252.649.410-26,70930443,Ferreira,BA,Brasil,F,+55 (041) 9584-9165,25264941026@exemplo.com.br,2024-03-09
b679379d-9bdd-4e32-9337-7b65be7e0f02,Gael da Cruz,1947-05-28,837.655.805-61,66788-961,Jesus Paulista,SE,Brasil,M,+55 11 3931 9281,83765580561@exemplo.com.br,2025-10-24
ef9b2036-91d0-4b82-a9c6-07c1e0c72108,Otávio Macedo,1992-07-02,081.396.683-04,69430646,Caldeira,SE,Brasil,M,(081) 2084 2997,08139668304@exemplo.com.br,2025-06-30
9d41edf1-92d4-41fd-bd5b-d6ec23924d05,Emilly Cirino,1937-01-10,745.038.274-50,53794-169,da Mota de Minas,PE,Brasil,F,+55 81 0029-2770,74503827450@exemplo.com.br,2024-12-14
66c76ac3-b536-496e-9e2a-93eb868a06b6,Natália Sales,1965-04-11,240.347.829-53,52494588,Pires da Prata,PE,Brasil,F,(031) 3295 7903,24034782953@exemplo.com.br,2024-07-13
23a8706b-d76e-4f69-a2c7-1e7168928010,Cauã Marques,1945-11-10,225.987.706-78,77505-393,Câmara da Praia,SP,Brasil,F,+55 41 7292 9650,22598770678@exemplo.com.br,2024-04-20
3e64c312-cb5d-4eec-b863-4860227626ce,Lorenzo Aragão,1957-11-13,797.198.285-02,76492-963,Sousa,MA,Brasil,M,84 6095-0441,79719828502@exemplo.com.br,2023-12-29
82d33966-3e12-4587-b406-769700480683,Hellena Sales,1945-11-25,316.744.369-31,67023-292,Jesus das Flores,MS,Brasil,M,+55 (041) 4353-2196,31674436931@exemplo.com.br,2024-05-28
4d0d9561-f838-43a8-aa21-75ab98aa647b,Stella Costela,1941-06-04,245.518.696-13,06737-915,Silva do Sul,CE,Brasil,F,(031) 3802-1535,24551869613@exemplo.com.br,2025-06-01
af471e8f-7e72-4e11-9eca-dbe24070b0bc,Pietra Camargo,1992-01-27,625.693.706-91,68198-854,Dias das Pedras,PB,Brasil,F,(081) 0859 4895,62569370691@exemplo.com.br,2024-04-21
1dff1876-c178-45ee-b1ec-c30a83193410,Benjamin Peixoto,1943-11-22,747.743.768-90,83504193,da Rocha,RS,Brasil,F,(071) 9503 5738,74774376890@exemplo.com.br,2024-06-04
4c804be6-cc6e-4465-9bd1-ee0d91592afd,Breno da Mota,1965-10-17,766.081.903-78,60292767,Câmara de Minas,RJ,Brasil,F,+55 (071) 4595 7465,76608190378@exemplo.com.br,2023-12-09
8368fb1c-aae1-43b3-9d39-9c677a42b432,Davi Caldeira,1955-05-03,004.057.983-32,65291-118,Novais,AP,Brasil,F,+55 (021) 3551 0061,00405798332@exemplo.com.br,2025-05-10
7492afd4-61e5-4dc3-869d-f43f9a9bcdd9,Thomas Pereira,1985-03-07,265.585.345-83,17939764,Mendonça do Norte,PE,Brasil,M,+55 84 7300 5058,26558534583@exemplo.com.br,2024-03-26
4cd06384-638a-4dd2-a69b-056aa1a8c50d,Brenda Viana,1981-08-30,427.247.189-85,83296-195,Rocha de Minas,MS,Brasil,M,11 8130-0864,42724718985@exemplo.com.br,2025-03-03
2a2cab04-7080-4bf1-be9a-168ed3c310c6,Pedro Miguel Farias,1997-04-09,844.267.178-85,04409-219,Aragão,RR,Brasil,F,31 3204 5892,84426717885@exemplo.com.br,2024-03-01
d92d9dd2-cd77-4a60-8f8e-c422cd4c2481,Dr. Raul Melo,1971-12-24,048.258.597-24,19796-436,Campos,AL,Brasil,M,+55 (011) 1794 6845,04825859724@exemplo.com.br,2024-10-21
8ea712fb-6ffc-423e-9c70-9f6aae3d1a24,Catarina Freitas,1945-05-30,778.223.466-73,28880-275,Cirino,MG,Brasil,F,51 6816 1744,77822346673@exemplo.com.br,2024-02-16
3032a42d-5a8a-4460-a2af-2f828e8c477c,Ana Monteiro,1971-05-29,948.197.236-64,91541153,Rocha,MT,Brasil,M,(031) 0090-8202,94819723664@exemplo.com.br,2025-03-28
bd442922-f271-4426-91e0-3498c903ca98,Benjamin Rocha,1964-12-21,522.641.966-98,74437075,da Paz,PA,Brasil,F,81 4522-7048,52264196698@exemplo.com.br,2025-10-22
fe25692b-9244-426a-a9a4-133ce7a1cf0a,Mathias Sampaio,1943-01-31,114.240.343-09,27635796,Moreira,AM,Brasil,F,+55 81 9138-1890,11424034309@exemplo.com.br,2024-10-20
3d5fec1b-b0c4-4332-86db-75a704c1e313,Eduardo Pereira,1981-06-11,352.995.492-38,70589378,Novais,RJ,Brasil,F,+55 84 0460-5163,35299549238@exemplo.com.br,2024-02-10
040a4e61-1fcd-4406-9903-a4cb0ff82a3d,Brenda da Rocha,1971-01-01,296.916.203-98,94419868,Garcia Verde,ES,Brasil,M,+55 (031) 2836-0091,29691620398@exemplo.com.br,2025-09-04
3a01387a-db60-4ba7-b7a5-1db0fd402f52,Nicolas Gomes,1978-03-27,887.395.137-22,02157-460,Pereira de Gonçalves,RR,Brasil,M,(031) 0487-1864,88739513722@exemplo.com.br,2024-01-07
78885d0f-ebdf-4255-8aa1-44740e20983e,Dr. Isaac Sampaio,2005-06-19,317.471.710-90,33738087,Viana de Viana,PE,Brasil,F,+55 (081) 1571 9668,31747171090@exemplo.com.br,2025-05-06
3578622d-a998-4789-85db-6ee0ccc89a71,Enzo Gabriel Ribeiro,1960-05-29,398.012.710-45,50947539,da Mata do Galho,GO,Brasil,M,+55 (081) 4366 3205,39801271045@exemplo.com.br,2025-08-25
0211b251-6dbe-4cad-8d43-94a97586138a,Danilo Pacheco,1993-02-24,157.217.713-67,15934995,Costela,MG,Brasil,F,81 5136 0021,15721771367@exemplo.com.br,2024-11-19
4f438964-ab72-43dc-8940-659d8fb0540f,Srta. Pietra Câmara,1985-10-16,766.860.967-07,60786579,Alves de Moura,GO,Brasil,M,(041) 0770 1024,76686096707@exemplo.com.br,2024-11-19
6dad0fa6-a580-45fc-9521-a980580476c3,Lucas Monteiro,1999-05-14,135.337.338-82,60093-267,Monteiro de Camargo,GO,Brasil,F,31 6120-8247,13533733882@exemplo.com.br,2025-05-17
cd8f9bb0-297d-4896-bb96-bd12d5227a3d,Dra. Sofia Cavalcanti,1994-06-23,234.078.227-32,46312-420,Barbosa da Mata,PR,Brasil,F,11 1816-1588,23407822732@exemplo.com.br,2024-05-02
f631e6b5-3d5d-4dee-b70e-49d21427a586,Kevin Nascimento,1949-06-09,847.260.581-23,70391-199,Aparecida do Campo,CE,Brasil,F,0900-523-0659,84726058123@exemplo.com.br,2023-11-13
147c18bf-a51e-4414-b337-7651de4bd1ec,Emilly Monteiro,1967-11-02,879.932.674-03,10423-650,Rodrigues,ES,Brasil,F,81 5070 8051,87993267403@exemplo.com.br,2023-12-09
9e58c2fb-8d23-4b29-82d8-fcb0660b7553,Melissa da Mata,1972-10-09,216.167.565-99,13584-932,Melo do Oeste,RO,Brasil,M,(011) 8266-5340,21616756599@exemplo.com.br,2024-02-14
c0d35856-ce46-4a26-b108-eec09c0e9a1b,Sr. José Pedro Brito,1987-12-12,369.102.897-10,29848660,Santos do Norte,RR,Brasil,M,0800 960 6447,36910289710@exemplo.com.br,2025-03-18
629b6420-857d-4581-844f-a8294445a85e,Samuel da Cunha,2002-10-15,736.561.315-96,03147-543,Novaes,AC,Brasil,M,(081) 8483-0355,73656131596@exemplo.com.br,2024-10-10
eff695b1-23a6-46fb-800f-5e21f12eaaae,Alícia Jesus,1970-04-14,360.459.979-71,01793006,Abreu da Praia,AM,Brasil,F,(071) 2240-1126,36045997971@exemplo.com.br,2025-06-03
c374d2f3-4736-4932-b59a-fc0e038d685b,Ana Julia da Paz,1984-01-09,527.018.017-20,57579-287,da Conceição de Barros,RS,Brasil,F,(011) 8679 7846,52701801720@exemplo.com.br,2024-07-26
27f00c99-1944-4fcf-8470-0ec617da46a0,Lucas Gabriel Caldeira,1962-11-09,685.703.612-47,07073-395,Oliveira da Praia,CE,Brasil,F,+55 51 9476 1713,68570361247@exemplo.com.br,2024-01-14
d5761a41-c582-4ee0-8f55-d5e7cad93394,Elisa Azevedo,1995-09-23,281.865.512-11,21120971,Moura do Galho,PR,Brasil,F,(011) 0460-1840,28186551211@exemplo.com.br,2023-12-09
f5281e3d-3d43-438e-a250-631178f9fbe6,João Gabriel Caldeira,1980-06-22,071.252.728-01,48951-476,Borges,RS,Brasil,F,11 3494-0650,07125272801@exemplo.com.br,2024-07-13
ecb340bb-a931-4d63-8e5e-75327aefcc00,Vitória Pinto,1976-04-01,874.505.539-38,22509-357,da Mota,PR,Brasil,M,+55 41 5182-8191,87450553938@exemplo.com.br,2025-05-13
b09aa94e-f33a-46e0-b9a4-06a1a7a4dc08,Júlia Carvalho,1941-03-28,808.915.797-49,63359-427,Jesus do Oeste,RO,Brasil,F,+55 (021) 8014-7391,80891579749@exemplo.com.br,2024-05-19
3943e0d0-ab02-4be2-9ad3-2c766db542d8,Maria Júlia Lima,2005-12-09,196.258.625-64,83067586,Santos da Prata,MA,Brasil,M,+55 81 5603-1249,19625862564@exemplo.com.br,2024-03-30
6f4b479a-a71f-4dd9-ace9-8c16b002b0fe,Dra. Ana Clara Aragão,1969-05-21,831.405.498-88,01791-580,Carvalho das Pedras,MT,Brasil,M,(021) 8094-1473,83140549888@exemplo.com.br,2024-02-06
e4abc829-1da4-4833-a54a-2e9a808c8c7c,Lucas Gabriel Vasconcelos,1981-11-09,159.634.114-94,93407-890,Teixeira,AL,Brasil,M,84 2364-6479,15963411494@exemplo.com.br,2025-03-08
2fa0dc6e-81ce-4154-98dc-92fc3ddf7628,João Melo,1997-12-10,166.389.463-50,06534018,Gomes,MT,Brasil,M,(041) 0625 2622,16638946350@exemplo.com.br,2024-03-27
1434732a-224d-4015-b02e-0a808aea794b,Melina Pereira,1958-09-14,127.287.379-71,71184626,da Rocha,PR,Brasil,M,+55 (071) 5901 3306,12728737971@exemplo.com.br,2024-10-16
ad5eb789-4173-44ad-bc9c-9b26ac063f60,Samuel da Mata,1939-09-09,425.366.357-28,44924-075,Dias de Freitas,GO,Brasil,F,+55 11 4288-2290,42536635728@exemplo.com.br,2024-01-13
b794f99f-c24f-4170-acf7-cb0d10a3f9d5,Arthur Miguel Montenegro,1958-08-05,486.289.037-61,98897-319,Alves,BA,Brasil,F,81 8107 9555,48628903761@exemplo.com.br,2024-05-26
84ac1bd2-703c-4c0c-a123-7d703edc5482,Rhavi Pacheco,1935-07-18,745.506.725-80,38136-945,da Cunha do Norte,PR,Brasil,M,+55 61 0408-9157,74550672580@exemplo.com.br,2025-06-26
fbc1422d-fc8e-4f87-9bc8-3fc4fd0cb3b5,Noah Silveira,1952-01-29,099.303.402-50,78855-980,Rios do Campo,TO,Brasil,M,+55 31 5932-3972,09930340250@exemplo.com.br,2024-12-10
7e0d70ac-0814-41b8-bbf0-88f27ac3569b,Luan Teixeira,1982-04-16,455.881.829-88,41279-693,Novais,MG,Brasil,M,+55 41 7658-8464,45588182988@exemplo.com.br,2023-11-23
5d818f51-936e-488d-a9e1-31390dcb6537,Gabrielly Abreu,1935-11-08,256.858.675-84,18031760,Machado de Farias,PE,Brasil,M,0800 694 0722,25685867584@exemplo.com.br,2023-11-28
fdbfade6-2d07-4cb0-b238-18b095ff9f66,Mirella Rios,1974-02-27,181.270.180-78,67249076,Cavalcanti,AM,Brasil,F,+55 (011) 0237 6012,18127018078@exemplo.com.br,2025-02-06
34017f28-1365-4b8a-9b14-bac6829f18eb,Giovanna das Neves,1973-03-11,637.172.389-91,78596-898,Fonseca,MS,Brasil,F,71 1358-3964,63717238991@exemplo.com.br,2024-12-03
a53480d6-c173-4082-b718-f8bb91f262b3,Manuela Cunha,2003-01-04,539.786.887-97,13111367,da Cruz,RS,Brasil,M,+55 (061) 3332 5068,53978688797@exemplo.com.br,2024-11-21
9b7e1457-3cbc-4edf-ba1e-932e2a2074c8,Laís Gonçalves,1987-12-26,097.958.785-02,25567679,Viana de Goiás,AM,Brasil,M,(041) 5239-9820,09795878502@exemplo.com.br,2025-08-23
b0b73244-6f6b-4240-8f44-10f2ae5b79a7,Thiago Caldeira,1937-12-20,006.682.832-92,26429829,Albuquerque da Praia,PA,Brasil,M,21 0364 9675,00668283292@exemplo.com.br,2024-10-23
699ea684-67f2-48d7-bc3f-9d355565489a,Anthony Gabriel Monteiro,1977-11-11,670.549.569-78,41119769,Barbosa,AL,Brasil,M,0500-484-0956,67054956978@exemplo.com.br,2025-08-16
3ae41563-5225-475a-ad08-3b400d5c3732,Amanda da Rosa,1942-05-26,641.360.837-31,57848916,Sampaio de Marques,AC,Brasil,M,71 2062 0799,64136083731@exemplo.com.br,2024-01-12
510d26dc-7f13-444c-a78a-c46093cdf969,Maria Julia Siqueira,2006-02-22,640.551.100-79,85755-386,Costa,PE,Brasil,M,+55 61 8740 3608,64055110079@exemplo.com.br,2023-12-22
c1014edf-57ab-42e7-8aec-31ec61c8f806,Sr. Bernardo Dias,1985-06-06,401.442.250-92,10892304,da Mata de Minas,PE,Brasil,F,+55 (011) 0676 0414,40144225092@exemplo.com.br,2025-09-14
bf9e79f9-f2ee-4f2b-8842-1a20c79196c8,Isabel Ramos,1947-11-05,411.355.519-04,48816-900,Sales,TO,Brasil,F,+55 (081) 7122-9815,41135551904@exemplo.com.br,2023-12-29
15e26e92-d0c9-4bc6-a010-bfcc2f7fd562,Daniela da Mota,1990-09-29,295.794.174-98,74536338,Vieira,AP,Brasil,M,+55 41 6858 7258,29579417498@exemplo.com.br,2024-03-22
256b1507-c82b-4646-92b4-10e20d1cedab,Caroline Pinto,2002-01-02,250.177.799-29,83036476,da Rosa Paulista,TO,Brasil,F,(071) 2382 3457,25017779929@exemplo.com.br,2024-09-29
